added_at,id,name,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
2017-02-13T19:31:34Z,2vAzyP21f777MdZNcyt6yt,L'amore eternit (feat. Noemi),Fedez,0.0182,0.316,258880,0.707,0,9,0.0571,-6.876,0,0.094,77.323,0.396
2017-02-13T19:12:54Z,681fNvwhF5pF9sYiiOycPp,Vietato morire,Ermal Meta,0.0187,0.531,211907,0.909,0,0,0.273,-3.776,1,0.048,97.987,0.608
2017-02-13T19:03:43Z,2FSEIUUQCopkIyBKps8A0E,Andiamo A Comandare,Fabio Rovazzi,0.242,0.734,179513,0.779,0,7,0.0873,-2.888,1,0.185,127.954,0.517
2017-02-13T19:03:42Z,5lyTvBqxtjyPray48fCWgj,Tutto Molto Interessante,Fabio Rovazzi,0.0232,0.796,175312,0.745,3.65e-06,4,0.309,-4.906,0,0.0316,128.053,0.472
2017-02-11T12:21:19Z,7xE4vKvjqUTtHyJ9zi0k1q,"Someone In The Crowd - From ""La La Land"" Soundtrack",Emma Stone,0.0915,0.618,259613,0.542,1.18e-05,0,0.223,-9.155,0,0.193,127.91,0.273
2017-02-11T07:14:24Z,3YfiGjwBzBsDrYPqAJsD4z,Kiss from a Rose - Acoustic Version,Seal,0.743,0.659,324067,0.407,0,4,0.0784,-9.718,0,0.0353,119.321,0.269
2017-02-10T19:12:06Z,24XJsAy1buT286G5wqkYHU,Younger Dreams,Our Last Night,0.00121,0.408,215210,0.812,0,7,0.0962,-4.334,0,0.0465,155.18,0.138
2017-02-08T17:43:17Z,6z2Uznfr6TeWUpZ60HhZvp,"Cisza, Ja i Czas feat. Xxanaxx (Live)",Rysy,0.0248,0.735,225133,0.717,0.00609,11,0.794,-7.041,0,0.0379,119.932,0.381
2017-02-08T17:32:30Z,7pNcr9eUfTsersrZve31dm,Nic Nie Może Przecież Wiecznie Trwać feat. Dawid Podsiadło (Live),Męskie Granie Orkiestra 2016,0.0264,0.233,398627,0.576,5.55e-05,7,0.7,-7.197,0,0.0333,142.948,0.0634
2017-02-07T19:20:43Z,3gGHAScxUDsJqcAM6ZvjuH,Start A Fire,John Legend,0.0834,0.543,192093,0.848,0,10,0.799,-6.058,0,0.0531,102.009,0.29
2017-02-05T13:59:33Z,63nVsCAdxu9OdeRhe58wiE,Broken Wings,Mr. Mister,0.115,0.286,345840,0.473,4.23e-05,1,0.071,-15.646,0,0.0388,99.233,0.449
2017-01-26T19:35:14Z,3YKptz29AsOlm7WAVnztBh,Kiss from a Rose,Seal,0.684,0.583,288427,0.532,0,10,0.306,-7.11,0,0.0309,131.741,0.223
2017-01-26T16:52:05Z,4ucXHA9unoCeuSTShNTGGZ,Set It All Free,Scarlett Johansson,7.28e-06,0.477,214547,0.872,0.00378,6,0.111,-4.475,1,0.167,134.138,0.489
2017-01-26T16:47:23Z,6vn8dvUpDC4YeaAh3BI25r,I'm Still Standing,Taron Egerton,0.00614,0.595,187853,0.9,0,10,0.0684,-4.331,0,0.163,175.248,0.706
2017-01-24T20:17:15Z,3gAiCyVsbqVW8ZTlqjG37r,Us & Ourselves,Morning Parade,0.000389,0.442,225933,0.718,0.000297,1,0.329,-7.438,1,0.0377,140.972,0.173
2017-01-24T20:03:53Z,5cY8y2XgOfkAh4kSWLFKkz,I Write Sins Not Tragedies,Panic! At The Disco,0.0737,0.566,185587,0.815,0,9,0.12,-4.481,0,0.14,169.961,0.672
2017-01-24T19:11:37Z,7b7nYBLUJXyD9B6jU1XMtO,Domek w górach,Zeus,0.225,0.767,244360,0.727,0,1,0.0943,-8.388,0,0.0805,114.009,0.392
2017-01-22T19:24:08Z,0DVLDwaXQbjjmZwJRUKuLg,Partizan Hope,Taro Umebayashi,0.0217,0.449,222480,0.547,0.958,1,0.124,-10.294,1,0.0264,147.936,0.323
2017-01-22T19:22:23Z,5WPwdBH0BT9Og6UXI84ULd,Theme of King JJ,Taro Umebayashi,0.456,0.501,222067,0.629,0,11,0.244,-6.759,1,0.0292,133.115,0.271
2017-01-22T18:45:18Z,5CKkZUAXjuSkLw9j0bJmJx,"Terra Incognita - 映画""王様とスケーター2""より",Taku Matsushiba,0.625,0.559,221093,0.802,0.0934,9,0.143,-7.132,1,0.0424,114.981,0.578
2017-01-22T18:45:17Z,4y1althCKOLRstp7nv8kIa,"Shall We Skate? - 映画 ""王様とスケーター""より",Taku Matsushiba,0.021,0.565,135360,0.65,0,1,0.35,-8.309,1,0.0696,153.831,0.695
2017-01-22T18:17:14Z,5Xbx9mAWoTiLbMOMQofoE6,"Dance, Dance",Fall Out Boy,0.00485,0.621,180267,0.957,0,11,0.0863,-3.176,0,0.131,114.471,0.517
2017-01-22T18:13:52Z,2GD8Ia7rtJzfgTIy20TaRI,"This Ain't A Scene, It's An Arms Race",Fall Out Boy,0.000747,0.435,212040,0.887,0,9,0.0327,-4.07,1,0.0636,199.935,0.408
2017-01-22T18:06:48Z,18GC3F8YPGB8CePXcTUizQ,Thnks fr th Mmrs,Fall Out Boy,0.00511,0.459,203507,0.891,0,10,0.106,-5.057,0,0.0623,154.837,0.588
2017-01-22T18:02:30Z,7nZGbjwTis0dJGaupJo1Pb,I Don't Care,Fall Out Boy,0.00171,0.55,214493,0.938,2.18e-05,11,0.555,-3.556,0,0.0522,133.99,0.433
2017-01-22T10:49:33Z,34Jeq8ktRzyOW1uw40InVy,Uma Thurman,Fall Out Boy,0.113,0.624,211573,0.953,0.000128,4,0.657,-2.602,0,0.104,149.992,0.729
2017-01-22T10:27:52Z,4GylZDT7adqIfVoPHyFb5X,Speeding Cars,Walking On Cars,0.213,0.505,242093,0.741,8.26e-06,8,0.0787,-6.316,1,0.0354,91.025,0.239
2017-01-21T14:03:07Z,287WMBzNH07aqKx9dCi5lg,I'm A Weirdo,The Lonely Island,0.0199,0.878,111373,0.66,0,8,0.14,-7.81,1,0.34,98.963,0.405
2017-01-21T13:48:28Z,16NeN82ABDPjUvgEEGVaSQ,Last Orders,Nothing But Thieves,0.265,0.259,238693,0.613,0.00896,11,0.111,-8.347,0,0.16,80.061,0.223
2017-01-13T19:14:50Z,1DvqZIBqI0A5iElSDwM83Q,Spring Break Anthem,The Lonely Island,0.0447,0.67,133600,0.945,0,8,0.651,-3.712,1,0.239,76.051,0.511
2017-01-12T16:40:10Z,5K88aW0YcTXmmn4ooXzqyz,Deszcz Na Betonie,Taco Hemingway,0.0221,0.768,248911,0.587,2.04e-06,1,0.0931,-9.428,0,0.0615,93.016,0.722
2017-01-11T17:51:24Z,3TgwB0fQ3QajJV7DLwBhYv,Other People,LP,0.0651,0.496,244892,0.656,0,4,0.232,-6.416,1,0.0306,91.011,0.555
2017-01-11T13:21:13Z,57yL3161hUMuw06zzzUCHi,Doubt,Twenty One Pilots,0.121,0.719,191493,0.645,0.00316,2,0.362,-6.141,0,0.0358,123.02,0.69
2017-01-10T19:23:03Z,2Ff1GIulzlbOYsOrNB2SSR,Live Like Legends,Ruelle,0.118,0.465,223526,0.686,0.00218,7,0.0802,-5.429,0,0.0314,79.017,0.318
2017-01-10T19:23:01Z,0XVQTr58DZbLUcjacnTp8k,Madness,Ruelle,0.273,0.509,211140,0.661,4.89e-05,8,0.076,-4.334,0,0.0433,142.889,0.421
2017-01-10T19:18:40Z,6VZ7N7Q2C5YEwLh4EhIWf8,All the King's Horses,Karmina,0.462,0.372,250000,0.582,0.0118,7,0.127,-7.243,0,0.0553,126.166,0.0955
2017-01-07T21:12:43Z,5TJldOVqUsiee1gfs6Cbtp,Still Alive,Taro Umebayashi,0.149,0.659,130253,0.607,0,11,0.128,-9.984,1,0.126,87.965,0.342
2017-01-07T21:12:43Z,0JcfovILnc3U5Kxn0AvqpQ,Intoxicated,Taro Umebayashi,0.0185,0.587,129280,0.589,0.0612,11,0.0907,-10.866,0,0.041,138.104,0.503
2017-01-07T19:56:05Z,2SEoJtpc7QcUWRtMzwIeqy,London Rain,Neon Jungle,0.102,0.539,203733,0.741,0,10,0.13,-6.158,0,0.0689,91.998,0.377
2017-01-07T19:02:40Z,0XUvhSzizkEtPgBr1BZ2an,Braveheart,Neon Jungle,0.189,0.703,224200,0.73,1.48e-05,5,0.211,-3.595,0,0.106,128.017,0.589
2017-01-07T12:03:42Z,0lxjxDUL1MeizLWOu0KcdU,Biegnij Dalej Sam,Fisz Emade Tworzywo,0.0976,0.679,246224,0.565,0,7,0.0791,-5.465,0,0.0304,86.014,0.521
2017-01-07T12:03:40Z,1Ao6CJVxgoFnXUn4o0jBuz,Ślady,Fisz Emade Tworzywo,0.71,0.698,340040,0.459,0.000161,11,0.125,-8.288,0,0.0308,91.002,0.517
2017-01-04T13:17:37Z,7LR87BxVS5GawUHQFJdko5,Don't Stop The Music,Jamie Cullum,0.0977,0.572,288707,0.456,0,9,0.103,-8.098,0,0.0329,103.13,0.432
2017-01-03T14:27:55Z,0SuG9kyzGRpDqrCWtgD6Lq,Give Me Love,Ed Sheeran,0.694,0.526,526387,0.328,0,1,0.112,-9.864,1,0.0461,116.068,0.11
2017-01-03T14:27:04Z,1KfiDJsihzVyUD4stARCEL,Stealing Cars,James Bay,0.85,0.433,223320,0.241,4.01e-06,6,0.0889,-10.918,1,0.03,88.114,0.357
2017-01-03T13:49:10Z,08pOoVfZ8BsLCfXxRsci2Y,Better Love,Foxes,0.0334,0.55,215213,0.905,0,2,0.119,-4.72,0,0.0597,123.966,0.443
2017-01-03T13:49:02Z,53dn4wakIZ7FwlYD18qP9b,"Better Love - From ""The Legend Of Tarzan"" Original Motion Picture Soundtrack / Single Version",Hozier,0.0231,0.434,193227,0.804,6e-06,9,0.0661,-3.343,0,0.0552,126.601,0.427
2017-01-01T20:50:02Z,3CbIajYR2tj1dglcmLzsqC,Los Cebula I Krokodyle Łzy,Coma,0.00744,0.63,313760,0.667,0.00172,5,0.101,-6.41,1,0.024,106.03,0.399
2017-01-01T20:37:12Z,6dRJJMO9URXnTJaz401b4Q,Zurawie Origami,Mela Koteluk,0.48,0.509,218200,0.712,1.91e-05,7,0.356,-5.912,1,0.0279,200.065,0.642
2017-01-01T20:35:38Z,6ARQYuejfkqO1DOcMRdga5,Melodia Ulotna,Mela Koteluk,0.467,0.521,245227,0.906,0.00029,6,0.186,-3.96,0,0.0567,152.035,0.673
2017-01-01T20:13:21Z,0sjSgTluUJIdqfyRe4EQ4U,L'amore esiste,Francesca Michielin,0.011,0.331,212680,0.753,0.00175,7,0.117,-3.797,1,0.0494,115.708,0.266
2017-01-01T20:13:05Z,6bBTzGx5EQ73EIF9ZrtEMX,Io ti aspetto,Marco Mengoni,0.031,0.623,227293,0.849,0,0,0.187,-3.249,1,0.0317,124.977,0.271
2017-01-01T15:02:45Z,2llx3CvY7U3zonIRUxjVnm,Avengers,Quebonafide feat. Eripe,0.122,0.486,205680,0.613,0,6,0.139,-12.603,1,0.177,93.843,0.552
2017-01-01T14:53:10Z,0b7b3OR4cKHo08rdpLHofM,Guren No Yumiya,Linked Horizon,0.0689,0.325,316933,0.99,4.3e-06,1,0.585,-3.884,0,0.248,180.677,0.0841
2017-01-01T14:51:26Z,5mkDhEgfk9Go57yCYEHHDA,Taking Off,ONE OK ROCK,0.00113,0.579,216603,0.872,0,1,0.0928,-3.275,0,0.0472,112.029,0.414
2017-01-01T14:51:25Z,7343zQkBA4iArdGwQe7Fsg,I Was King,ONE OK ROCK,0.000247,0.571,238827,0.875,5.47e-06,6,0.106,-3.279,1,0.039,92.505,0.447
2017-01-01T14:50:42Z,7bCQjrEH2zcKqqiGm35GQW,You Only Live Once,YURI!!! on ICE,0.116,0.513,225373,0.847,0.0173,2,0.139,-7.091,1,0.0442,125.966,0.491
2017-01-01T14:44:43Z,2ikSI08Kw4pmVEU7jbtuZ8,Żadnych zmartwień,Quebonafide,0.614,0.315,307627,0.47,0,5,0.169,-9.53,0,0.131,83.593,0.143
2017-01-01T14:44:31Z,4Ma6BKjPSCS0rGzjdLqObi,6 Zer,Taco Hemingway,0.911,0.751,236225,0.485,5.87e-05,10,0.352,-10.195,0,0.321,91.988,0.384
2017-01-01T14:44:27Z,03HsZP3FKOd0qWlRU01MxT,Wosk,Taco Hemingway,0.171,0.641,233726,0.507,0,10,0.461,-12.01,0,0.481,190.083,0.503
2017-01-01T14:44:26Z,01RPWFuOBe5SBU1cmpW9k2,Koła,Taco Hemingway,0.44,0.774,240560,0.443,1.52e-06,1,0.311,-10.788,0,0.283,96.035,0.323
2017-01-01T14:44:25Z,5IVMsOL5w6wd9Hcv6fjnFZ,515,Taco Hemingway,0.297,0.854,192132,0.273,0,8,0.156,-10.173,1,0.454,96.987,0.472
2017-01-01T14:44:17Z,3D0E9oVbTGMmo3SSAAvXdj,Następna stacja,Taco Hemingway,0.584,0.728,250854,0.599,0,11,0.0766,-8.128,0,0.216,91.001,0.875
2017-01-01T14:44:16Z,4bHksfxtzbc8De3rAYEOT4,Żyrandol,Taco Hemingway,0.24,0.755,230987,0.584,0,11,0.532,-9.987,1,0.336,80.094,0.657
